model_name,model_name_raw,assay_id,UniProt_id,fold_variable_name,loss_fitness,Spearman_fitness
Kermut,kermut,DYR_ECOLI_Thompson_2019,DYR_ECOLI,fold_contiguous_5,0.7343806257434756,0.49230895093538307
Kermut,kermut,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,fold_random_5,0.6880733017456133,0.5154806419020757
Kermut,kermut,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,fold_modulo_5,1.10492789841343,0.1164479924511938
Kermut,kermut,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,fold_contiguous_5,1.2226472380550115,0.0681380134441794
Kermut,kermut,ENV_HV1BR_Haddox_2016,ENV_HV1BR,fold_random_5,0.9415591242070316,0.37478430725253215
Kermut,kermut,ENV_HV1BR_Haddox_2016,ENV_HV1BR,fold_modulo_5,0.9324007689716934,0.3547914883636882
Kermut,kermut,ENV_HV1BR_Haddox_2016,ENV_HV1BR,fold_contiguous_5,0.9492954304084542,0.32166638807028713
Kermut,kermut,ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,fold_random_5,0.6265314821457979,0.45933248735077087
Kermut,kermut,ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,fold_modulo_5,0.9065810262330594,0.23457920324417753
Kermut,kermut,ENVZ_ECOLI_Ghose_2023,ENVZ_ECOLI,fold_contiguous_5,0.9396154253322927,0.22392270827276792
Kermut,kermut,EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,fold_random_5,0.07912619541653396,0.9302640683051555
Kermut,kermut,EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,fold_modulo_5,0.21244788623368527,0.8166122237474103
Kermut,kermut,EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,fold_contiguous_5,0.208826597012965,0.8400602723277553
Kermut,kermut,ERBB2_HUMAN_Elazar_2016,ERBB2_HUMAN,fold_random_5,0.49697169126329754,0.7273061513880469
Kermut,kermut,ERBB2_HUMAN_Elazar_2016,ERBB2_HUMAN,fold_modulo_5,0.7154439789022029,0.6526624818981671
Kermut,kermut,ERBB2_HUMAN_Elazar_2016,ERBB2_HUMAN,fold_contiguous_5,0.8342042529550312,0.5873932733887197
Kermut,kermut,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,fold_random_5,0.44528659684629707,0.7609273550679202
Kermut,kermut,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,fold_modulo_5,0.6820059235931483,0.5889966236572236
Kermut,kermut,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,fold_contiguous_5,0.7001656513246969,0.5977589383901527
Kermut,kermut,F7YBW7_MESOW_Ding_2023,F7YBW7_MESOW,fold_random_5,0.7008933900775426,0.6744774213128643
Kermut,kermut,F7YBW7_MESOW_Ding_2023,F7YBW7_MESOW,fold_modulo_5,2.043334542952926,0.33684037481505835
Kermut,kermut,F7YBW7_MESOW_Ding_2023,F7YBW7_MESOW,fold_contiguous_5,1.9177536251327916,0.2577043209954602
Kermut,kermut,F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,fold_random_5,0.516605522565083,0.5087719298245613
Kermut,kermut,F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,fold_modulo_5,2.3377883812317726,0.3134186818397344
Kermut,kermut,F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,fold_contiguous_5,2.3377883812317726,0.3134186818397344
Kermut,kermut,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,fold_random_5,0.17123694176893486,0.9215584482741457
Kermut,kermut,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,fold_modulo_5,0.37018615422955636,0.8243942537707941
Kermut,kermut,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,fold_contiguous_5,0.39920596729474367,0.8237666791902087
Kermut,kermut,FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,fold_random_5,0.23636200798458978,0.8436829273800539
Kermut,kermut,FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,fold_modulo_5,0.5006048692378616,0.6877967234856163
Kermut,kermut,FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,fold_contiguous_5,0.5124967147374297,0.6862110811831031
Kermut,kermut,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,fold_random_5,0.4921040120366466,0.7379553702052667
Kermut,kermut,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,fold_modulo_5,0.6219618608727902,0.6712541248171543
Kermut,kermut,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,fold_contiguous_5,0.662680962167245,0.6416190282380706
Kermut,kermut,GCN4_YEAST_Staller_2018,GCN4_YEAST,fold_random_5,2.308516240930393,0.11497326203208558
Kermut,kermut,GCN4_YEAST_Staller_2018,GCN4_YEAST,fold_modulo_5,2.153391763912886,0.6310160427807487
Kermut,kermut,GCN4_YEAST_Staller_2018,GCN4_YEAST,fold_contiguous_5,2.024826538704968,0.5989304812834225
Kermut,kermut,GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,fold_random_5,0.6354148916285017,0.5286488327653267
Kermut,kermut,GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,fold_modulo_5,0.6436356959605234,0.5239228862663786
Kermut,kermut,GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,fold_contiguous_5,0.7239807383631838,0.47205000934458763
