model_name,model_name_raw,assay_id,UniProt_id,fold_variable_name,loss_fitness,Spearman_fitness,model_type,model_name_suffix,targets,depth_mutants_group,total_training_steps,total_training_epochs,aa_embeddings,target_prediction_model,target_prediction_head,use_pseudo_likelihood_to_predict_fitness,use_unsupervised_fitness_pred_to_predict_fitness,use_NPT_pseudo_likelihood_to_predict_target,frozen_embedding_parameters,dropout,weight_decay,PNPT_no_reconstruction_error,PNPT_fixed_helper_points,PNPT_ensemble_test_num_seeds,PNPT_deactivate_col_attention,PNPT_tranception_attention,early_stopping_patience,use_validation_set,training_num_assay_sequences_per_batch_per_gpu,eval_num_sequences_to_score_per_batch_per_gpu,eval_num_training_sequences_per_batch_per_gpu,eval_training_sequences_sampling_method,num_MSA_sequences_per_training_instance,embed_dim,ffn_embed_dim,attention_heads,conv_kernel_size,num_protein_npt_layers,total_loss,Std_dev_Spearman_fitness,num_obs_Spearman_fitness,standardized_loss_fitness,standardized_Spearman_fitness
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,CP2C9_HUMAN_Amorosi_2021_activity,CP2C9_HUMAN,fold_modulo_5,0.5479797157,0.6847245403,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,129.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.6292459817,0.047499149,6142.0,0.6648323293,0.678743962
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,fold_random_5,0.8456711199,0.4064999429,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,624.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8895305754,0.05243311147,1169.0,1.126604648,0.3982754862
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,fold_modulo_5,0.9744315446,0.2905033645,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,666.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.132961738,0.04612802659,1169.0,1.365710121,0.2918901386
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,fold_contiguous_5,1.154429556,0.1661336229,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,666.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.433425389,0.08505519525,1169.0,1.675963514,0.1441020554
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DLG4_HUMAN_Faure_2021,DLG4_HUMAN,fold_random_5,0.4491485358,0.7210209856,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,588.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.4507266951,0.03530461107,1280.0,0.504808698,0.7261601242
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DLG4_HUMAN_Faure_2021,DLG4_HUMAN,fold_contiguous_5,0.7057493045,0.5412850992,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,588.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8028435687,0.1325970624,1280.0,0.8783565562,0.5418283162
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DLG4_HUMAN_Faure_2021,DLG4_HUMAN,fold_modulo_5,0.5814401207,0.6291913417,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,624.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5535411037,0.0306651037,1280.0,0.6738826386,0.6463130469
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DLG4_RAT_McLaughlin_2012,DLG4_RAT,fold_random_5,0.5134716799,0.6513649299,ESM1v_pred,All_singles_final_10k_steps,fitness,Low,10000.0,499.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.4289758369,0.02499252082,,0.5909769704,0.6535553135
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DLG4_RAT_McLaughlin_2012,DLG4_RAT,fold_modulo_5,0.6321580229,0.6007509985,ESM1v_pred,All_singles_final_10k_steps,fitness,Low,10000.0,499.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8451725872,0.02801538639,,0.7856818939,0.5954062528
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DLG4_RAT_McLaughlin_2012,DLG4_RAT,fold_contiguous_5,0.6864382344,0.5555978222,ESM1v_pred,All_singles_final_10k_steps,fitness,Low,10000.0,499.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.3548694974,0.08184652426,,0.864859099,0.5856272858
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DYR_ECOLI_Thompson_2019,DYR_ECOLI,fold_random_5,0.5484997498,0.6436000504,ESM1v_pred,All_singles_final_10k_steps,fitness,Medium,10000.0,333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5859848318,0.02109730856,,0.6535227013,0.6422008814
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DYR_ECOLI_Thompson_2019,DYR_ECOLI,fold_contiguous_5,0.849533596,0.4316824831,ESM1v_pred,All_singles_final_10k_steps,fitness,Medium,10000.0,344.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5292280149,0.06555236155,,1.145309347,0.4201548953
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,DYR_ECOLI_Thompson_2019,DYR_ECOLI,fold_modulo_5,0.7688169486,0.4594042713,ESM1v_pred,All_singles_final_10k_steps,fitness,Medium,10000.0,333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.673221411,0.06029633801,,0.9748080453,0.4657158071
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,fold_random_5,0.6493762043,0.5445519206,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,1999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.9553783162,0.05201694972,375.0,0.8112674204,0.5450678159
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,fold_contiguous_5,1.006501791,0.4619086819,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,1999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.9731956407,0.1080138325,375.0,1.421055568,0.4159778111
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ENV_HV1B9_DuenasDecamp_2016,ENV_HV1B9,fold_modulo_5,0.9525426396,0.4336158937,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,1999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.9291711167,0.1739152141,375.0,1.287784638,0.3562599505
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ENV_HV1BR_Haddox_2016,ENV_HV1BR,fold_random_5,0.9679383435,0.3203120825,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,62.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.303203428,0.009432122829,12863.0,1.60765633,0.3203078764
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ENV_HV1BR_Haddox_2016,ENV_HV1BR,fold_contiguous_5,0.9659026347,0.3319022849,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,62.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.097673429,0.03009309363,12863.0,1.600803992,0.301656507
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ENV_HV1BR_Haddox_2016,ENV_HV1BR,fold_modulo_5,0.9625784168,0.3210653666,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,62.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8462732177,0.01443539986,12863.0,1.600235501,0.3196630982
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,fold_random_5,0.6587949511,0.6097715376,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,357.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.7063163511,0.02037752203,2172.0,0.8253580335,0.6141074136
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,fold_contiguous_5,0.9895440411,0.3414815573,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,357.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.7160480428,0.1255362465,2172.0,1.356640957,0.3422368217
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,fold_modulo_5,0.900292985,0.3879399882,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,357.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.9352802408,0.07732464082,2172.0,1.264025591,0.3884905886
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,fold_random_5,0.3148870866,0.5388809862,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,9999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.1276732981,0.2823183104,37.0,0.6953286721,0.3643907065
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,fold_contiguous_5,1.323096098,0.6650071124,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,9999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.2054192755,0.3439057819,37.0,3.079402071,0.1706970128
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,fold_modulo_5,1.29918074,0.6714082504,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,9999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.2158553335,0.3446805311,37.0,3.090198009,0.1851588431
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,fold_random_5,0.5671896643,0.6973765752,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,666.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5420453185,0.04556906472,1195.0,0.6858612812,0.6963271113
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,fold_contiguous_5,0.9624118135,0.3817037564,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,624.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.7735857222,0.08849144743,1195.0,1.148257115,0.4342328676
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GAL4_YEAST_Kitzman_2015,GAL4_YEAST,fold_modulo_5,0.8697224219,0.4604551299,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,666.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8418699848,0.1068373206,1195.0,1.178638849,0.4246954137
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GCN4_YEAST_Staller_2018,GCN4_YEAST,fold_random_5,3.169819063,-0.03643048128,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,9999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.177125584,0.4025994507,33.0,3.363990746,0.02774064171
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GCN4_YEAST_Staller_2018,GCN4_YEAST,fold_contiguous_5,4.432688285,0.007687165775,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,9999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,5.999424744,0.1553403111,33.0,3.618183376,0.008689839572
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GCN4_YEAST_Staller_2018,GCN4_YEAST,fold_modulo_5,3.733481022,0.1814839572,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,9999.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.2152144462,0.4792366168,33.0,2.747427023,0.2526737968
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,fold_random_5,0.7214783332,0.3477688878,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,714.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5556504445,0.06611912763,1084.0,0.9378828714,0.3175572371
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,fold_contiguous_5,1.080082679,0.1519436517,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,714.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8993350011,0.1222400744,1084.0,1.431114564,0.1766029549
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,fold_modulo_5,0.831062724,0.2438270746,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,714.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.7325491893,0.05671240601,1084.0,1.055312263,0.2418234689
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,fold_random_5,0.2325049182,0.8607351182,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,769.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.2214760288,0.01870731843,1034.0,0.248541198,0.8592991535
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,fold_contiguous_5,0.5899521226,0.639052001,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,769.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8908043403,0.10745744,1034.0,0.6707859585,0.6429207661
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,GRB2_HUMAN_Faure_2021,GRB2_HUMAN,fold_modulo_5,0.5199253339,0.6979533983,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,769.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5582394716,0.1018460303,1034.0,0.7138952228,0.6338315259
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,fold_random_5,1.357198458,0.01520670528,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,3333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.6442921789,0.1055609985,168.0,1.893258256,0.04975934633
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,fold_contiguous_5,1.506533459,-0.004008888394,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,3333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.113866959,0.07236266303,168.0,2.022811738,0.001933580008
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,fold_modulo_5,1.486379196,-0.02012796048,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,3333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.38642461,0.1433116503,168.0,2.086538355,-0.005752653611
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HSP82_YEAST_Mishra_2016,HSP82_YEAST,fold_random_5,0.4636191103,0.6175933324,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,181.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.3930246733,0.02051403148,4323.0,0.5304702389,0.6175320211
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HSP82_YEAST_Mishra_2016,HSP82_YEAST,fold_contiguous_5,0.8114094179,0.6055409269,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,181.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.2367059253,0.1862048577,4323.0,1.278290746,0.389377391
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HSP82_YEAST_Mishra_2016,HSP82_YEAST,fold_modulo_5,0.5626027974,0.5710320165,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,181.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.557160996,0.06377283389,4323.0,0.6555354219,0.5850041975
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,fold_random_5,0.7913966151,0.5328175783,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,91.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.7029515914,0.01694322241,8570.0,1.079624882,0.5336630149
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,fold_modulo_5,0.8090562753,0.5184744212,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,92.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.9664121445,0.04653846986,8570.0,1.12068908,0.5180044984
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,fold_random_5,0.9359856385,0.2778631171,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,84.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.9587360942,0.02206935017,9462.0,1.420923264,0.2970227597
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,fold_contiguous_5,1.188936715,0.08345317561,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,84.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.976870921,0.03908619481,9462.0,1.83457304,0.1001527321
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,fold_modulo_5,1.036819372,0.1882662659,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,84.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.961267952,0.04144997751,9462.0,1.663119729,0.1820140974
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,IF1_ECOLI_Kelsic_2016,IF1_ECOLI,fold_random_5,0.2960726237,0.7327526242,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,555.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.3941370717,0.03997121904,1367.0,0.3225044679,0.7313573548
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,IF1_ECOLI_Kelsic_2016,IF1_ECOLI,fold_contiguous_5,0.7684651507,0.4239136613,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,555.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.8501645434,0.1443022567,1367.0,0.9288848952,0.4313131581
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,IF1_ECOLI_Kelsic_2016,IF1_ECOLI,fold_modulo_5,0.7309939451,0.5203097593,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,555.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.618516155,0.1170412883,1367.0,0.9002151128,0.5154500121
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,KCNH2_HUMAN_Kozek_2020,KCNH2_HUMAN,fold_random_5,0.4909695062,0.728521713,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,3333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.6747283434,0.09333084411,200.0,0.6252337573,0.6908992725
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,KCNH2_HUMAN_Kozek_2020,KCNH2_HUMAN,fold_contiguous_5,0.7819374601,0.5802925073,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,3333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.7268674696,0.2022997984,200.0,1.303903875,0.3939158479
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,KCNH2_HUMAN_Kozek_2020,KCNH2_HUMAN,fold_modulo_5,0.8851852942,0.4879726993,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,3333.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,1.04399236,0.07968755024,200.0,1.101751224,0.4709247731
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,fold_random_5,0.555809429,0.7164736812,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,161.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.5105767202,0.01217126426,4960.0,0.6665354129,0.7161047443
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,fold_modulo_5,0.6321232407,0.6640775715,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,161.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.6306059694,0.04377046957,4960.0,0.7806871368,0.6618707778
Embeddings - Augmented - EMS1v,ESM1v_ESM1v_pred_TRUE,KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,fold_contiguous_5,0.6680068926,0.6630486251,ESM1v_pred,All_singles_final_10k_steps,fitness,,10000.0,158.0,ESM1v,CNN,AA_embeddings_mean_pooled,False,True,False,True,0.1,0.05,False,False,,False,False,5.0,False,64.0,64.0,,,,1280.0,,,7.0,,0.6498235414,0.09275902826,4960.0,0.9114872773,0.6063616532
